stable_id,title_zh,abstract_zh
4eaa43213eaafd58,机器人正在抓取开放数据——研究人员应该如何应对？,人工智能搜索开放数据集的能力如滚雪球般不断增长，这让一些科学家担心失去对信息的控制。人工智能搜索开放数据集的能力如滚雪球般不断增长，这让一些科学家担心失去对信息的控制。
b8ca97e2950c99dc,用于多级视觉采集和深度传感的可拉伸高填充因子硅液态金属平台,符合复杂、不可展开表面的高密度可拉伸像素化电子产品是下一代机器人视觉系统、皮肤安装传感器和可穿戴电子产品的关键推动者。可拉伸像素化设备阵列的现有策略（例如屈曲机制、弹出结构、蛇形互连和剪纸设计）已经提供了部分解决方案。然而，同时实现高器件性能、可拉伸性、填充因子和集成密度的策略仍然难以实现。在这里，我们提出了用于可拉伸像素化电子产品的下一代平台，该平台将高性能单晶硅像素与超薄弹性体基板上的精细图案液态金属互连集成在一起。我们开发了一种单片微加工策略，可实现可定制、密集封装且机械兼容的像素化设备阵列。使用该平台，我们展示了可重构形状的成像设备，该设备可实现高达 81% 的出色填充因子和 100% 的双轴拉伸性。我们还推出了一种受人眼启发的机器人视觉系统，具有可调焦距和可安装在皮肤上的无透镜成像系统。视网膜和表皮成像系统的互补操作可实现多尺度视觉采集和深度感测。
16c7dd906dc1fd12,人工智能正在应对抗生素耐药性——具体方法如下,一套人工智能工具正在帮助加快发现新抗生素的过程。一套人工智能工具正在帮助加快发现新抗生素的过程。
251f5767bf35bc13,通过知识增强的大语言模型推进电池故障诊断,电池故障诊断对于保证储能系统的安全性和可靠性至关重要。然而，从电化学建模到深度学习的现有方法通常面临局限性，包括严重依赖大量训练数据、泛化性差和可解释性问题。为了应对这些挑战，我们提出了 BattFailScholar，这是一种用于电池故障诊断的知识增强大语言模型 (LLM) 框架。我们的方法首先构建了一个案例级电池故障知识图，其中包含材料属性、多源信号和故障路径。然后开发了一种知识增强生成方法，通过故障特征感知检索和优化算法来增强 LLM 诊断推理。实验结果表明，BattFailScholar 在基于 LLM 的诊断方面实现了 19.7% 的性能提升，增强了缓解长尾问题和失败风险评估的能力。此外，该系统在识别潜在故障机制或原因方面的准确率达到86.2%，展示了发现故障链并为电池研发提供实用、可靠的诊断支持的强大潜力。
c2a787e316d1643c,金属有机-无机配合物的玻璃形成,一些金属-有机-无机络合物（MOIC）以其玻璃形成能力而闻名。然而，由于 MOIC 玻璃形成的机理尚未得到很好的了解，因此形成玻璃的 MOIC 的组成范围相当有限。在这里，我们揭示了控制 MOIC 玻璃形成的结构因素，从而开发出新的 MOIC 玻璃形成剂。 MOIC 玻璃的形成依赖于氢键结构网络的形成。通过适当选择MOIC的金属中心、阴离子和有机配体，可以构建超分子结构网络，从而实现性能调节。此外，具有混合晶体的 MOIC 系统是通过配体混合生成的，然后通过熔融淬火玻璃化。衍生玻璃的玻璃化转变温度（Tg）可以通过用苯并咪唑取代咪唑来线性调节。有趣的是，玻璃化导致 MOIC 中短程、中程和长程尺度的氢键网络无序。这项工作扩大了具有各种功能的 MOIC 玻璃的成分范围。
3b86b3adfd2af138,可持续性还是反乌托邦？过去的模式告诉我们社会的发展方向,一本新书将环境临界点原则应用于过去的社会变革，并试图从今天的未来中吸取教训。一本新书将环境临界点原则应用于过去的社会变革，并试图从今天的未来中吸取教训。
e35584e2d1b3534c,释放微生物潜力，促进营养和可持续的粮食系统,
b567a8bfe534c803,野火风险指标对公共安全断电成本节省的影响,
86497ee4a735de72,与人工智能半导体初创企业一起寻求成功,
551dab4beed723aa,光伏温室能源管理的量子增强预测与优化调度,
ea3e7e8e73c0293f,能源政策如何支持全球南方国家的公正转型？南非可再生能源采购的见解,
0d93994a2b3c70c9,锂离子电池高保真数字建模的三代表电压曲线物理信息挖掘,
940cc772d837722c,聚三嗪酰亚胺的卤化物离子调制结晶用于高效光催化整体水分解,通过调整熔盐离子组成，开发了卤化物离子调制结晶策略，产生具有高结晶度和部分离子耗尽的聚（三嗪酰亚胺）（PTI）。由此产生的结构有效地调节缺陷态和载流子动力学，抑制多种复合途径，促进电荷传输和分离，并显着提高太阳能到氢的转换效率。
7873f4238bf54925,基于二次规划的熔盐蓄热一体化燃煤电厂非线性模型预测控制提高灵活性,
2fc4a396849d2fcf,舰载多能源混合推进系统的多目标尺寸优化及可行性和敏感性分析,
3e28b9781425704e,水凝胶作为水-能量关系的界面材料,水凝胶提供了一个软物质平台，用于控制水-能量关系中心界面处的水、离子、热量和电荷传输。这篇综述研究了水凝胶化学和结构如何调节化学/电化学势梯度和传输动力学，从而实现太阳能发电、大气集水、水力发电和水电池。这些原则指导了可持续水和能源技术的可扩展、有弹性的水凝胶界面的设计。
c55e604ca10072ea,通过空间和技术协调实现可持续电池回收,报废 (EOL) 电池回收对于可持续能源转型至关重要，但现有系统经常面临空间、技术和政策不匹配的问题，从而限制了环境效益。在这里，我们提出了一个多尺度分析框架，集成了机器学习、生命周期评估和空间集成场景建模，以评估电池回收系统的环境足迹和资源回收潜力。该框架能够对电池报废趋势进行高分辨率预测、回收技术评估和供需策略优化。我们以中国为案例研究，分析了 364 个城市的停产电池流和涉及 24 种电池化学品的 300 多个回收项目。结果表明，2020-2030年期间，EOL电池总量为16.67-19.99 Mt，热点迁移格局为东北-西南-西北。省际协调可以提高处理能力利用率67.12%，但不能消除EOL电池供应与可用处理能力之间的空间错配。我们的优化情景表明，供需规划可以减少高达 44% 的排放量，并将锂回收率提高 53%。这项工作为设计低碳、高效的电池回收系统提供了一个可扩展的工具，有助于循环经济和能源转型。
0ddcc0ef1b8c536e,用于高度并行光计算的 192 维波长/模式/偏振复用光子架构,光子矩阵向量乘法 (MVM) 构成片上光子神经网络 (PNN) 的核心计算原语，可实现超高速乘法累加运算。大多数现有的光子 MVM 实现没有充分利用光固有的多维自由度，从而限制了并行性、可扩展性和功能灵活性。在这里，我们提出了一种 192 维多路复用光子计算架构，它同时利用 32 种波长、三种空间模式和双偏振，在单个集成平台内实现高度并行和完全可重构的光学计算。通过动态选择和组合多路复用通道，我们演示了灵活的卷积核重新配置，支持高达 13 × 13 的大型且可变的核大小，以及多通道并行信号处理。通过大规模和适应性强的卷积运算，我们通过实验证明了结构噪声的有效抑制、不同空间特征的增强提取以及整体轮廓信息的保存，这些功能仅使用传统的小内核架构很难实现。该光芯片可实现每秒15.36万亿次操作（TOPS）的吞吐量，通过采用更高速的调制和扩展光维度通道可以进一步提高吞吐量。总体而言，所提出的架构建立了一个强大且可扩展的光子计算范式，在计算机视觉、生物医学成像和新领域具有强大的潜力。
4b5d59b564b972e7,核聚变公司表示工厂将向电网输送电力——但仍存在大问题,联邦聚变系统公司发表了多篇论文，详细介绍了其 ARC 聚变发电厂的设计。联邦聚变系统公司发表了多篇论文，详细介绍了其 ARC 聚变发电厂的设计。
52a85476113c5e69,追踪从树叶到天空的光线：农业光伏果园的多光谱、半影感知辐照度建模,
422c8e8d6b80d42f,重新思考供体稀释有机太阳能电池中的电荷传输和复合,"摘要
                  我们系统地研究了供体比例为 1% 至 45% 的 PM6:Y12 体异质结太阳能电池，将形态、电荷传输和重组与器件性能联系起来。互补的结构和光谱方法表明，即使供体含量低于 5%，也会形成渗透性 PM6 网络，其层状堆积和垂直成分梯度不会阻碍电荷提取。有效活性层电导率向低供体分数的降低遵循三维渗流模型，表明电荷传输由网络拓扑控制，而不是没有明显的渗流阈值。从非成对 Langevin 重组到分散 Smoluchowski 型损失的转变发生在供体分数低于 5% 的情况下。后一种情况也是非成对的，即涉及总载流子密度的重组。相应地，我们观察到较高供体分数中的朗之万还原（主要由相遇后电子-空穴对的再解离主导）向低供体分数变化：在这些情况下，非成对损失率超出了朗之万模型的预测。这种状态与拓扑限制空穴传导导致的传输电阻增加相一致，尽管保留电荷产生效率较高，但导致填充因子降低。我们的结果表明，如果维持连续的供体网络，强供体稀释可以保留光生成，并揭示拓扑控制的传输和非朗之万重组如何结合"
7bda892b7fc19422,具有超高木质素含量和与丁腈橡胶相媲美的性能的全生物基弹性体,"摘要
                  
                    实现可再生、高性能弹性体仍然是绿色材料科学的一个关键目标。在这里，我们报告了一种高性能且可回收的弹性体，通过一锅原位接枝共聚策略直接由工业牛皮纸木质素生产。由草酸和 1,6-己二醇组成的低共熔溶剂可同时溶解木质素，提供柔性链，并在 110°C 下驱动无催化剂酯化，构建包含 50-75 wt.% 木质素的互穿刚性-柔性网络。最佳弹性体的拉伸强度为 12.0 MPa、伸长率 878% 和 85.1 MJ m
                    -
                    3
                    断裂能，可与石油衍生丁腈橡胶相媲美或超过（3.1 MPa、750% 伸长率和 11.0 MJ m
                    -
                    3
                    ）。它还具有低介电常数、高电绝缘性、优异的耐油性和耐磨性、高效的光热转换和红外诱导的自修复能力。该材料可以重复再加工，实现闭环回收。因此，将丰富的木质素副产品转化为增值弹性体，为具有广泛应用潜力的生态材料提供了一条可扩展的途径。"
cadbd10bf127193f,可编程 DNA 水凝胶，通过多价 LYTAC 模拟物和转录沉默实现双模式 PD-L1 抑制,免疫检查点封锁彻底改变了肿瘤学，但低反应率和获得性耐药（通常是由于程序性死亡配体 1 (PD-L1) 抑制不足所致）仍然是重大障碍。虽然基于降解的蛋白水解靶向嵌合体为传统抗体提供了一种有前途的替代品，但针对检查点表达的细胞内和转录驱动因素仍然是一个挑战。我们报告了一种可编程的肿瘤响应性 DNA 水凝胶平台，该平台通过滚环扩增合成，旨在对 PD-L1 进行全面的双模式调节。这种模块化核酸框架共同传递基于多价适体的溶酶体靶向嵌合体（LYTAC 模拟物）以诱导细胞外 PD-L1 降解，并传递 siSMARCAL1 以沉默染色质重塑驱动的 PD-L1 转录激活。通过在肿瘤微环境中整合局部、顺序释放，该系统实现了协同“降解和沉默”效应，有效消除 PD-1/PD-L1 介导的免疫抑制，同时触发免疫原性细胞死亡。在小鼠黑色素瘤模型中，水凝胶显着抑制原发性肿瘤生长并防止术后复发，从而引发强大而持久的全身抗肿瘤免疫反应。我们的研究结果建立了一种通用的、基于 DNA 的材料策略，用于可编程蛋白质降解和多级检查点调节，为增强癌症免疫疗法的功效提供了一种通用的方法。
035db9c5492233c1,抗 CRISPR 蛋白普查显示 AcrIE9 和 AcrIE13 是大肠杆菌 K12 型 IE CRISPR-Cas 系统的抑制剂,"CRISPR-Cas 适应性免疫系统可防御移动遗传元件，并且通常会被多种抗 CRISPR (Acr) 蛋白对抗。 IE型CRISPR-Cas
                    
                      大肠杆菌
                    
                    K12 一直是结构和功能研究的模型，并且是该物种核心基因组的一部分。然而，该系统在转录上是沉默的，这引发了对其真正生物学功能的质疑。为了阐明该系统在防御中的作用，我们对 Acr 蛋白进行了普查
                    肠杆菌目
                    并确定 AcrIE9 是一种有效的抑制剂
                    
                      大肠杆菌
                    
                    K12型IE CRISPR-Cas系统。虽然几乎没有序列同一性，但 AcrIE9 蛋白来自
                    
                      假单胞菌属
                    
                    和
                    
                      埃希氏菌属
                    
                    两者都与级联复合物的 Cas7 亚基相互作用，从而阻止其与 DNA 结合。我们进一步表明，AcrIE9 与 AcrIE10 存在遗传连锁，形成了最广泛的抗 CRISPR 簇。
                    肠杆菌目
                    ;该模块通常与具有不寻常的类似 HTH 结构的 AcrIE13 蛋白同时出现。"
ba676b2326cd22eb,Madhav Gadgil（1942-2026）：印度生态学家先驱，在生物多样性保护和人类共存方面留下的遗产,马达夫·加德吉尔 (Madhav Gadgil) 是一位进化生态学家，也是生物多样性保护、人类与自然共存以及土著人的土地权、自然资源和自治权等政府和政府间政策的倡导者。他为生物多样性科学、人类生态学、人类传统知识以及通过生物多样性登记册记录的这些知识的固有权利的发展做出了基础性贡献。加德吉尔主张在印度制定一项将人类福利和生物多样性保护结合起来的连贯政策。他将作为一位学术巨人、一位无与伦比的思想家、政策倡导者、制度建设者和人道主义者而被人们铭记。
7d7379e0f0b566d8,连接国家气候目标和企业决策：基于代理的中国钢铁脱碳路径模型,"中国的钢铁行业对于国家和全球气候目标至关重要，但脱碳受到根深蒂固的煤炭生产流程和地区差异的限制。自上而下和自下而上的模型常常忽略公司层面的异质性和行为动态。在这里，我们开发了一个基于代理的模型，将政策信号（碳上限、污染标准和资源限制）与公司层面的投资决策联系起来。我们评估了四种情景，将当前和强化的气候和空气目标与中性或加速的技术进步相结合。所有场景实现深度CO
                    2
                    减少（到 2060 年 90% 到 95%），但只有综合政策加技术途径才能在本世纪中叶之前消除高炉，实现最大幅度的下降。纯政策或技术途径需要权衡，包括锁定碳捕获和储存或延迟减排。我们的研究结果表明，将严格的气候政策与快速技术成本下降同步对于引导中国钢铁行业走向碳中和轨道至关重要。"
89727fa9fc23a643,亚马逊森林砍伐减少了巴西南部的降水量和大豆产量,"农业的快速扩张导致了全球森林的丧失。森林砍伐减少了蒸发，可能会减少降水量和远远超出农业边界的农作物产量。在这里，我们使用拉格朗日湿度跟踪模型量化了 1982 年至 2018 年亚马逊森林砍伐对巴西各地降水和大豆产量的遥相关影响。我们的分析表明，树木蒸发贡献了生长季节降水的三分之一，但最近的森林砍伐使巴西大豆州的季节性降水减少了 6% 至 30%，而替代土地覆盖对损失的补偿有限。尽管降水量减少在亚马逊森林砍伐附近最为明显，但产量减少幅度最大（227 吨，或
                    
                      
                        ～
                      
                    
                    6% 的损失）发生在南部的南里奥格兰德州。森林砍伐导致的降水量减少累计导致大豆总产量损失
                    
                      
                        ～
                      
                    
                    700 千吨。这些发现表明，将农业扩展到森林会损害现有农田的产量，可能会产生反馈，产量损失会推动额外森林砍伐的需求。在持续的森林砍伐和气候变化的情况下，这种反馈可能会加剧，威胁巴西雨养农业的未来。"
4b2fd65500318d59,活性区可塑性耦合睡眠需要突触前低磷酸化,"睡眠需求与回路动力学和广泛的突触可塑性相关，但睡眠稳态的具体突触变化仍不完全清楚。在
                    果蝇
                    研究表明，睡眠不足会引发突触前活动区的可塑性，其标志是 ELKS 家族支架蛋白 Bruchpilot (BRP) 水平增加。通过滴定
                    BRP
                    基因拷贝数，我们之前建立了一种突触前特异性、剂量依赖性的调节睡眠压力的范例。在这里，为了阐明这种可塑性的分子景观，我们进行了突触富集的整合组学。蛋白质组学和生物信息学分析揭示了免疫和应激反应途径以及局部翻译控制的变化。引人注目的是，磷酸化蛋白质组学分析揭示了整体向低磷酸化的转变，特别是在突触前蛋白质中，表明磷酸化-去磷酸化平衡的重新编程。这种突触前低磷酸化可能是由蛋白激酶 A (PKA) 活性降低和蛋白磷酸酶 1 (PP1) 的底物亲和力增强引起的，而蛋白磷酸酶 1 (PP1) 的底物亲和力由其调节亚单位 Spinophilin (Spn) 介导。操纵 PKA 或 PP1 活性足以抑制 BRP 调节的睡眠表型。我们提出，突触前低磷酸化构成了局部突触重塑的分子特征，通过可逆的翻译后修饰适应性地调节睡眠需求，这种机制可能在物种间保守。"
87afa571b64b4705,水甘油孔蛋白控制与海洋钙化器中的囊泡矿物质形成相关的细胞水和二氧化碳电导,"许多海洋生物通过内吞吸收海水来产生生物矿物质，这些海水在钙化细胞内进行修饰，产生形成矿化外壳或骨骼所需的无定形矿物质前体。在此过程中，必须从内吞囊泡和细胞中除去水，以促进钙化底物的浓缩和无水矿物质的产生。在这里，我们证明在海胆幼虫中，水甘油孔蛋白（spAQP9）参与细胞钙化过程。 spAQP9 仅存在于钙化原代间充质细胞 (PMC) 中，并且 spAQP9 表达在矿化过程中增加，强调了其在骨骼形成中的作用。 sp的异源表达
                    水通道蛋白9
                    在
                    
                      非洲爪蟾
                    
                    卵母细胞证明该通道传导水和二氧化碳。 spAQP9 的水电导率对 IC 根皮素敏感
                    50
                    ∼38 µM 并用根皮素处理幼虫或敲除 spAQP9 会损害骨骼形成。免疫组织学分析揭示了 spAQP9 在具有不同亚细胞分布的囊泡中的定位，具体取决于 PMC 的钙化活性。最后，我们开发了一种体内测定法来测量 PMC 中细胞和囊泡的水渗透性，并发现质膜和富含钙的囊泡膜具有显着的水渗透性。这项工作的结果凸显了水路运输的重要性"
a334d5c29153d86a,避免 MAIT 细胞是单核细胞增生李斯特菌发病机制的重要决定因素,"粘膜相关不变 T (MAIT) 细胞是人类中最保守、最丰富的先天性 T 细胞之一，可识别微生物来源的核黄素前体并引发有效的抗菌反应。食源性病原体
                    
                      李斯特菌
                      单核细胞增多症
                    
                    是一种广泛宿主范围的兼性细胞内病原体，缺乏核黄素生物合成途径，使我们推测这种缺陷具有病理适应性，并使病原体能够逃避 MAIT 细胞。在这里，我们表明
                    
                      单核细胞增生利斯特氏菌
                    
                    经改造可产生核黄素的菌株（
                    
                      单核细胞增生利斯特氏菌
                    
                    -
                    肋骨DEAHT
                    ）在野生型小鼠中减弱，但在 MAIT 细胞缺陷小鼠中完全有毒。感染
                    
                      单核细胞增生利斯特氏菌
                    
                    -
                    肋骨DEAHT
                    促使 MAIT 细胞在多个组织中快速而有力地扩增，并需要细胞溶解效应器穿孔素来消除体内和体外感染的细胞。我们还评估了治疗潜力
                    
                      单核细胞增生利斯特氏菌
                    
                    -
                    ribDEAHT-
                    在传染病和癌症小鼠模型中刺激 MAIT 细胞。治疗管理"
fb776287949623c6,拟南芥 YEATS 结构域蛋白通过同源定向途径促进 DNA 双链断裂修复,"DNA 双链断裂 (DSB) 修复对于维持基因组完整性和有机体适应性是必需的。这一过程发生在染色质内，尽管准确的修复需要染色质结构和组成的广泛改变，但促进 DSB 修复的染色质效应器在植物中仍然很大程度上未知。使用反向遗传学，我们确定了两个染色质阅读器 YAF9A 和 YAF9B，作为 DSB 修复所需的新因子。
                    拟南芥
                    。虽然只有
                    亚夫9B
                    由于 DNA 损伤诱导，YAF9A 和 YAF9B 都是 DSB 修复所必需的，包括通过同源定向修复途径。从机制上讲，我们发现 YAF9A 和 YAF9B 表示不同的重塑复合物：虽然 YAF9A 与 NuA4 和 SWR1 相关，但 YAF9B 只与 NuA4 相关，定义了该重塑复合物的 DNA 损伤特异性版本，并将 NuA4 与植物中的 DSB 修复联系起来。我们还发现了 YAF9A 和 YAF9B 在 DNA 修复中的直接作用，而不是在基因调控中的间接作用，如
                    yaf9
                    突变体对 DNA 损伤表现出正常的转录反应。最后，我们证明 DSB 修复需要 YAF9B 读取器域。这些结果以组蛋白阅读器依赖的方式将 YAF9A、YAF9B 及其各自的重塑复合物与 DSB 修复联系起来，扩展了我们对染色质效应子如何调节植物中 DSB 修复的理解。"
c7c6a3b4ba0eddb0,结构模型揭示了 IV 型菌毛回缩过程中运动 ATP 酶协调的机制,"不同的细菌种类利用称为 IV 型菌毛 (T4P) 的表面附属物与环境相互作用。这些结构从细胞表面动态延伸和缩回，这对于多种功能至关重要。一些 T4P 系统依赖于两种不同的运动 ATP 酶：PilT 和 PilU，它们的联合活动需要为 T4P 的强力收缩提供动力。然而，这些电机协调促进 T4P 收缩的机制仍不清楚。在这里，我们利用 T4P 能力
                    霍乱弧菌
                    作为一个模型系统来阐明 T4P 收缩过程中 PilT-PilU 协调的分子基础。具体来说，我们使用 AlphaFold 3 和分子动力学 (MD) 模拟对 PilT 和 PilU 之间的相互作用进行了建模。然后，我们结合细胞学和高分辨率遗传学方法对这些模型进行了实证测试。我们的结果表明，PilT 和 PilU C 端之间的相互作用对于这些电机协调驱动 T4P 回缩至关重要。最后，我们表明 PilT-PilU 相互作用在来自不同细菌物种的 T4P 系统中广泛保守，并且我们通过实验验证它们是 T4P 收缩所必需的。
                    
                      不动杆菌属
                      拜伊
                    
                    。总之，这项工作扩展了我们对 T4P 动力学的基本理解，更广泛地讲，它提供了关于这些 ATP 酶如何协调组装自然界中一些最强大的生物马达的机制见解。"
375ce75d049d4c9a,两种成分的植物防御优于一种成分,
d16bc84049b00ed6,跨王国的一个目标：对保守铜泵的化学抑制,
fb4cf0c7128ff377,Salomon 等人的《美国 COVID-19 趋势和影响调查》的更正：持续实时测量 COVID-19 症状、风险、保护行为、检测和疫苗接种,
ba08629e17b179e3,更正 McDonald 等人的问题：辅助指标能否改善 COVID-19 预测和热点预测？,
bd8834c02f741b7f,迷幻药破坏人类和小鼠默认模式网络中的分层皮质传播,迷幻药物有望成为主流治疗方法，但我们缺乏对它们如何重塑大脑活动的回路层面的解释。新的证据表明，多种迷幻化合物调节大脑默认模式网络（DMN）的活动，通常被解释为增加或减少自下而上的分层处理。然而，大多数成像研究对活动进行量化，就好像它是静止的一样，与定义分层处理的活动的上升或下降运动保持不可知。在这里，我们采用光流分析来跟踪四个独立数据集（人类和小鼠；亚甲二氧基甲基苯丙胺、裸盖菇素和麦角酰胺；九个药物与对照对比）中 DMN 活动的帧到帧轨迹。在功能磁共振和钙成像中，所有迷幻药都会减弱 DMN 内的信号流强度和自下而上的方向性。传播衰减并非归因于数据质量或先前记录的迷幻药的影响，而是与自我报告的结果独特相关。这种自下而上的皮质传播的可复制和可推广的衰减从根本上阐明了致幻剂对宏观层次处理的影响。
ba19947da74c91df,回复肖和今田：无需选择合作伙伴，跨群体边界的亲社会性也是可能的,
1ce7d1b16268655d,周细胞氯钳机制控制脑血流的毛细血管控制,"细链周细胞覆盖大脑毛细血管网络的最深处，其精细突起与邻近的内皮细胞（EC）密切相关。最近的研究表明，细链周细胞通过产生超极化信号来促进整个大脑脉管系统的电信号传导，这些信号可以长距离传输，以放松毛细血管床近端分支周围的远程鞘周细胞和小动脉周围的平滑肌细胞（SMC），从而引起血流量增加。重置细链周细胞中的超极化事件必须涉及携带去极化电流的离子通道的参与，但介导这种电导的通道尚不清楚。在这里，我们揭示了小鼠皮质的细链周细胞表达功能性 TMEM16A 钙（Ca
                    2+
                    )-活化氯化物 (Cl
                    -
                    ）通道（CaCC）编码
                    阳极1
                    基因，我们证明这些是由内质网 (ER) Ca 控制的
                    2+
                    通过兰尼碱受体 (RyRs) 和肌醇-1,4,5-三磷酸 (IP
                    3
                    ) 受体 (IP
                    3
                    卢比）和钙
                    2+
                    通过质膜 L 型和 T 型电压依赖性 Ca 进入
                    2+
                    通道 (VDCC)。我们表明，细链周细胞 CaCC 的活性在连接中起着关键作用"
aa4b70f7428dd0b5,α-突触核蛋白原纤维诱导线粒体衍生囊泡出芽,α-突触核蛋白 (α-syn) 聚集是突触核蛋白病的标志，突触核蛋白病是一类神经退行性疾病，例如帕金森病 (PD)。一些证据表明线粒体参与了疾病病理学。尽管进行了大量研究，α-syn 聚集与线粒体毒性机制之间的联系仍未完全了解。使用高分辨率电子显微镜成像，我们检查了暴露于 α-syn 原纤维的 SH-SY5Y 细胞与关注线粒体的对照细胞。我们发现，暴露于 α-syn 原纤维后，线粒体嵴结构出现缺陷，线粒体增强了线粒体衍生囊泡 (MDV) 的出芽。 MDV 的形成反映了一种进化上保守的机制，让人想起细菌外膜囊泡的生物发生。通过质谱法进行的结构蛋白质组学分析通过识别调节嵴结构、MDV 形成和运输的多种蛋白质的变化证实了这种显微镜观察。我们的结果表明，α-syn 可能促进 MDV 的产生，并支持 α-syn 和线粒体之间的重要联系，这对于未来的机制研究非常重要。我们检测到的过程可能对诊断和潜在的治疗干预有意义。
80e53b4f2bfda278,长距离信号环路促进大豆结瘤和生产力,"当土壤细菌根瘤菌感染根毛时，豆科植物结瘤就会开始，并受到宿主衍生机制的严格调控，这些机制限制根瘤数量，以平衡共生固氮的益处与植物的生长和代谢需求。然而，植物如何主动促进结瘤的启动以平衡这些限制机制并维持最佳的结瘤水平仍然很大程度上未知。在这里，我们报告了大豆（
                    大豆
                    ）促进根瘤菌感染。我们发现，用根瘤菌接种大豆根会抑制芽中 microRNA miR4416-5p 的生物合成，这是一种从芽转运到根的移动 microRNA。由此导致根中 miR4416-5p 水平的降低增强了植物凝集素基因的表达
                    凝集素3
                    （
                    GmLe3
                    ），促进根瘤菌感染，从而增强根瘤形成并提高低氮条件下的植物生产力。我们进一步证明，芽中 miR4416-5p 生物发生的抑制是由根源性 C 端编码肽 7 (GmCEP7) 触发的，从而建立了长距离 GmCEP7-miR4416-5p-
                    GmLe3
                    调节环路对于理想的共生协同作用和植物生产力至关重要。比较基因组分析表明，模型豆类中不存在这种 miR4416-5p 介导的调节模块
                    蒺藜苜蓿"
37b0b768a0806f1d,内群体和外群体亲社会性的共现需要跨群体的合作伙伴选择,
adf14c629a652a40,自噬体-线粒体接触的失调导致 tau 蛋白病中的自噬功能障碍和神经退行性变,线粒体（Mito）通过膜接触与其他细胞器进行广泛的交流。多种神经退行性疾病都表明线粒体与细胞器相互作用受到干扰，但其潜在机制仍知之甚少。在这里，我们报告了一类线粒体-细胞器通讯：自噬体/自噬液泡 (AV)-Mito 接触，它在 tau 蛋白病神经元中表现出过度束缚，从而阻碍 AV 逆行运输。这种缺陷归因于接触释放因子 TBC1D15 的加速更新，这是由线粒体生物能缺陷诱导的腺苷单磷酸激活蛋白激酶 (AMPK) 的过度活跃引发的。增加 TBC1D15 水平或抑制 AMPK 活性可使 AV-Mito 接触释放正常化并恢复 AV 的逆行运输，从而增加自噬货物清除并减少 tau 病轴突中的 tau 负担。此外，TBC1D15 的过度表达可增强自噬清除并减弱 tau 蛋白病理学，从而减轻 tau 蛋白病小鼠的神经变性和认知功能障碍。总而言之，我们的研究提供了 tau 蛋白病相关自噬失败中 AV-Mito 接触失调的机制见解，为开发对抗 tau 蛋白病疾病的潜在疗法奠定了基础。
96dbc9cd08be8c2b,城市脉搏：将城市化过程诊断为尖峰、周期性和异步的,许多城市指标主要关注静态结果，未能捕捉城市化的动态本质。在这里，我们引入城市脉搏的概念，将城市化描述为持续时空变化的过程。利用密集的时间序列遥感数据，我们对代表不同发展水平、经济和地理位置的六个城市实施了城市脉动：西雅图、深圳、拉各斯、孟买、迪拜和墨西哥城。然后，我们使用“城市脉搏”来评估 COVID-19 对这六个城市的影响。结果通过实证证实了三个主要见解。首先，城市化本质上是尖峰的，其特点是偏离基线趋势的偶发事件。其次，城市化是周期性的，反映了扩张、稳定或衰退阶段的转变，并且不会以可预测的频率发生，例如季节性模式。三是城镇化进程不同步，次城市发展不协调。 Urban Pulse COVID-19 分析显示，虽然一些城市的城市化进程尚未恢复到大流行前的模式，但其他城市在大流行后的模式出现了重大转变。这些发现表明，选择一个街区或次城市区域作为观察单位可能对整个城市影响不大。通过捕捉这些空间和时间节奏，城市脉搏框架提供了对过程动态的全面理解，使研究人员能够更有效地将过程与结果联系起来。这种方法允许识别
1978ceff089b3713,PDE6α和PDE6β亚基在视杆细胞-光感受器完整性中的功能不对称性和重要结构作用,四聚体杆状磷酸二酯酶-6 (PDE6) 由 α/β 异二聚体催化核心和两个抑制性 γ 亚基组成，可严格调节杆状光感受器中的环 GMP (cGMP) 水平。杆-PDE6 催化核心是异二聚体，而锥异构体是 α'/α' 同二聚体。这种结构差异表明每个视杆亚基具有独特的作用。由于缺乏异源表达系统，我们生成了四种转基因小鼠模型来检查 N 末端马尾 (Pt) 基序和杆 PDE6 各个催化亚基的催化结构域在体内的功能贡献。我们生成了两个 N 端缺失（PDE6αΔ2-48AA 和 PDE6βΔ2-46AA）；以及两个活性位点突变（PDE6αH599A 和 PDE6βH597A），旨在选择性地消除催化活性。杂合小鼠的天然质谱分析表明仅产生野生型酶。虽然所有品系中的纯合突变都会导致光感受器完全变性，但对杂合品系的分析表明，β亚基突变对蛋白质稳定性、酶活性和视觉功能的影响要大得多。这些发现证实，两个活性亚基对于视杆细胞的完整性至关重要，但 PDE6αβ 异二聚体内存在显着的功能不对称性。我们的结果表明，PDE6β 亚基在维持 PDE6 酶的结构和功能库中发挥着更主导的作用。
6c813619cf8cdddf,回复 Wang 等人：将微生物代谢物和肠道上皮反应与微生物组定向治疗食品联系起来,
29630102cc03b41e,通过微生物组修复调节肠道上皮屏障和簇/杯状细胞反应：机遇和未来方向,
