title,link,published,source,pub_date,doi,last_author,last_author_source,abstract,abstract_source,must_have_abstract,title_zh,abstract_zh,categories,stable_id
Achieving Advanced Performance: Progress and Prospects on Non‐Traditional Rechargeable Zinc–Air Batteries,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73605?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 06:22:54+00:00,10.1002/adma.73605,Yi Zhang,,"ABSTRACT
                  Rechargeable zinc–air batteries (R‐ZABs) have surfaced as a quintessential representative for next‐generation energy technologies, appealing for applications in renewable energy storage, electric vehicles, and electronic devices, owing to their inherent safety, high energy density, and sustainable material supply. Nonetheless, the commercialization of traditional R‐ZABs has been hindered by limitations such as insufficient cycle life, excessive overpotential, and subpar rate performance. This review outlines recent innovative strategies overcoming these barriers, with a focus on cost‐effective and performance‐driven designs. It begins by analyzing the fundamental constraints of traditional R‐ZABs. Subsequently, we systematically categorize and evaluate eight distinct classes of emerging R‐ZAB configurations including quasi‐solid‐state, neutral, asymmetric acid/alkali, metal hybrid, small‐molecule hybrid, seawater‐based, light‐assisted, and dual‐cathode R‐ZABs, highlighting design innovations in cell architecture and material composition aimed at achieving superior functionality. Specific cases studies illustrate the critical link between structural design and electrochemical performance, alongside rationales for optimizing electrolytes and air‐cathode catalysts. Finally, we provide a forward‐looking perspective on R‐ZABs, identifying key research directions to bridge the gap between laboratory achievements and viable market applications. This review aims to light on the intriguing potential for R‐ZAB advancements and directs the pursuit of high‐performance R‐ZABs toward commercialization.",crossref,,实现先进性能：非传统可充电锌空气电池的进展与前景,"摘要
                  可充电锌空气电池（R-ZAB）已成为下一代能源技术的典型代表，由于其固有的安全性、高能量密度和可持续的材料供应，在可再生能源存储、电动汽车和电子设备中的应用极具吸引力。尽管如此，传统 R-ZAB 的商业化仍受到循环寿命不足、过电位过高和倍率性能不佳等限制的阻碍。本综述概述了克服这些障碍的最新创新策略，重点关注成本效益和性能驱动的设计。首先分析传统 R-ZAB 的基本限制。随后，我们系统地分类和评估了八种不同类型的新兴 R-ZAB 配置，包括准固态、中性、不对称酸/碱、金属杂化、小分子杂化、海水基、光辅助和双阴极 R-ZAB，强调了旨在实现卓越功能的电池结构和材料成分的设计创新。具体案例研究说明了结构设计和电化学性能之间的关键联系，以及优化电解质和空气阴极催化剂的基本原理。最后，我们提供了 R-ZAB 的前瞻性视角，确定了关键研究方向，以弥合实验室成果和可行的市场应用之间的差距。本综述旨在揭示 R-ZAB 进步的有趣潜力，并指导对高性能的追求",,09be2fc5a7e4e206
Chiral Microneedle Arrays With Terahertz Chiroptical Activity With Chiral‐Plasmon‐Chiral‐Phonon Resonance,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202521439?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 15:18:28+00:00,10.1002/adma.202521439,Nicholas A. Kotov,,"ABSTRACT
                  
                    Microneedle arrays (MNAs) is a rapidly emerging technology with broad biomedical applications in drug delivery and biosensing. With sub‐millimeter dimensions and periodicity, MNAs possess geometries nearly ideal for biomedical devices operating within the terahertz (THz) spectral window. Because chirality is crucial to the function of deposited drugs and surrounding tissues, realizing chiroptical resonances within MNAs could impart new capabilities to microneedle‐based technologies. However, methodologies for fabricating chiral MNAs are largely unknown and their importance remains largerly unrecognized. Here, we present a pathway to arrays of chiral microneedles (ARCHIMs) that exhibit strong and predictable chiroptical resonances in the THz range. These chiroplasmonic microneedles were prepared by glancing angle deposition of two sequential gold layers. ARCHIMs with thin, non‐centrosymmetric caps on each needle exhibit strong chiral plasmonic modes characterized by distinct THz circular dichroism (TCD) bands and polarization rotations as large as 5 degrees. To emulate chiral drugs and biologics, we coated the ARCHIMs with
                    L
                    ‐ and
                    D
                    ‐cystine crystals. We found that chiral phonons in the biocrystals resonate with chiral plasmons in the microneedles; their coupling induces handedness‐dependent shifts in the TCD spectra. This photonic effect was quantitatively described using a modified temporal coupled mode theory that incorporates polarization‐dependent resonator parameters. Our findings demonstrate that ARCHIMs provide an effective, tunable, and scalable platform for exploiting chiral light‐matter interactions, opening new opportunities in TCD sensing, chiral diagnostics, chiral phonon detection and THz photonics.",crossref,,具有太赫兹手性光学活性和手性-等离子体-手性-声子共振的手性微针阵列,"摘要
                  
                    微针阵列（MNA）是一种快速新兴的技术，在药物输送和生物传感方面具有广泛的生物医学应用。 MNA 具有亚毫米尺寸和周期性，其几何形状几乎非常适合在太赫兹 (THz) 光谱窗口内运行的生物医学设备。由于手性对于沉积药物和周围组织的功能至关重要，因此在 MNA 内实现手性光学共振可以为基于微针的技术赋予新的功能。然而，制造手性 MNA 的方法在很大程度上仍是未知的，其重要性在很大程度上仍未得到认识。在这里，我们提出了一种手性微针阵列（ARCHIM）的途径，该阵列在太赫兹范围内表现出强烈且可预测的手性光学共振。这些手性等离子微针是通过两个连续的金层的掠射角沉积来制备的。每根针上带有薄的非中心对称帽的 ARCHIM 表现出强手性等离子体模式，其特征是明显的太赫兹圆二色性 (TCD) 频带和高达 5 度的偏振旋转。为了模拟手性药物和生物制剂，我们在 ARCHIM 上涂覆了
                    L
                    ‐ 和
                    D
                    ‐胱氨酸晶体。我们发现生物晶体中的手性声子与微针中的手性等离子体共振；它们的耦合会引起 TCD 光谱中用手习惯相关的变化。使用修正的时间耦合模式理论定量描述了这种光子效应，该理论结合了偏振相关的理论",,eeba6898e4b3448f
Polymerized Surface Passivation for Stable and Efficient Inverted Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.202522825?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 15:21:02+00:00,10.1002/adma.202522825,Zhengguo Xiao,,"ABSTRACT
                  Surface passivation has played an essential role in the rapid advancement of power conversion efficiency (PCE) in perovskite solar cells (PSCs). However, conventional passivation strategies predominantly rely on small molecules such as ammonium‐based ligands, which are prone to deprotonation under light exposure and thermal stress, leading to compromised device stability. Here, we report a polymerizable surface passivation material, vinylphosphonic acid (VPA). The vinyl group enables in situ polymerization, while the phosphate group passivates uncoordinated metallic defects. Both theoretical and experimental results confirmed that the polymerized‐VPA (PVPA) forms a more robust and stable passivation layer than conventional organoammonium‐based small molecules. Consequently, we achieved a PCE of 26.54% (certified as 26.24%). Benefiting from the more stable polymerized passivation layer, our devices demonstrate remarkable operational durability, retaining over 90% of their initial PCE after 1600 h at maximum power point operation under continuous 1‐sun illumination. This approach provides a promising passivation layer strategy to enhance the stability and efficiency of perovskite solar cells.",crossref,,聚合表面钝化用于稳定高效的倒置钙钛矿太阳能电池,"摘要
                  表面钝化在钙钛矿太阳能电池（PSC）功率转换效率（PCE）的快速提高中发挥了重要作用。然而，传统的钝化策略主要依赖于铵基配体等小分子，这些小分子在光照和热应力下容易发生去质子化，导致器件稳定性受损。在这里，我们报道了一种可聚合表面钝化材料，乙烯基膦酸（VPA）。乙烯基能够进行原位聚合，而磷酸基团则钝化不配位的金属缺陷。理论和实验结果均证实，聚合 VPA (PVPA) 形成比传统有机铵基小分子更坚固、更稳定的钝化层。因此，我们的 PCE 为 26.54%（认证为 26.24%）。得益于更稳定的聚合钝化层，我们的器件表现出卓越的运行耐久性，在连续 1 太阳光照下以最大功率点运行 1600 小时后，仍保留了 90% 以上的初始 PCE。这种方法提供了一种有前途的钝化层策略，以提高钙钛矿太阳能电池的稳定性和效率。",,794c344daee19108
Super‐Resolution Ultrasound Based Cell Tracking With Polymeric Nanobubbles,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73639?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 15:22:10+00:00,10.1002/adma.73639,Fabian Kiessling,,"ABSTRACT
                  Tracking the fate of transplanted cells in vivo remains a major challenge for the development and monitoring of cell‐based therapies. Here, we report a nanobubble (NB) based acoustic labeling strategy that enables ultrasound localization microscopy (ULM) to track transplanted cells in tumors with single‐cell‐scale sensitivity and super‐resolution spatial precision. We developed stable, biocompatible poly(butyl cyanoacrylate) NB that are efficiently internalized by cells and generate strong intracellular ultrasound signals. Furthermore, ULM allows the real‐time visualization of individual cells, their localization, and trajectory reconstruction in flow phantoms and murine breast cancers. In the latter, NB‐labeled bone marrow‐derived mononuclear cells were tracked in vivo following intra‐arterial injection, whereas unlabeled cells remained undetectable. By integrating cell trajectories with microbubble‐based super‐resolution vascular maps, our approach allows identification of the blood vessels that delivered the cells. This clinically compatible imaging strategy expands the application of ULM beyond vascular mapping and provides a platform for high‐resolution, dynamic monitoring of cell‐based therapies.",crossref,,基于超分辨率超声的聚合物纳米气泡细胞追踪,"摘要
                  追踪体内移植细胞的命运仍然是基于细胞的疗法的开发和监测的主要挑战。在这里，我们报告了一种基于纳米气泡（NB）的声学标记策略，该策略使超声定位显微镜（ULM）能够以单细胞规模的灵敏度和超分辨率空间精度跟踪肿瘤中的移植细胞。我们开发了稳定的、生物相容性的聚（氰基丙烯酸丁酯）NB，它可以被细胞有效内化并产生强烈的细胞内超声信号。此外，ULM 可以实时可视化单个细胞、它们的定位以及流模型和小鼠乳腺癌中的轨迹重建。在后者中，动脉内注射后在体内追踪了 NB 标记的骨髓来源的单核细胞，而未标记的细胞仍然检测不到。通过将细胞轨迹与基于微泡的超分辨率血管图相结合，我们的方法可以识别输送细胞的血管。这种临床兼容的成像策略将 ULM 的应用扩展到血管绘图之外，并为基于细胞的治疗提供高分辨率、动态监测的平台。",,cbcc24ab0e982037
Impact of Noncondensable Gases on Solar‐Driven Evaporation,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73586?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 15:24:04+00:00,10.1002/adma.73586,Xianbao Wang,,"ABSTRACT
                  
                    Solar‐driven interfacial evaporation (SDIE) has emerged as a promising approach for sustainable clean water harvesting, wastewater treatment, and resource recovery by leveraging photothermal transduction to confine heat energy at the water‐vapor interface. Although remarkable water production rates above 5.0 L.m
                    −2
                    .h
                    −1
                    have been made possible by substantial advancements in photothermal materials and device architectures, the buildup of non‐condensable gases (NCGs) continues to hinder practical deployment. NCGs, originating from dissolved air, organic decomposition, and biological activity, converge at the liquid‐vapor interface, forming a mass‐transfer barrier that inhibits vapor diffusion and leads to fogging inside the condensation chamber. This phenomenon not only suppresses water yield but also compromises optical transparency and long‐term system stability. In this review, we discuss the sources, transport mechanisms, and impacts of NCG accumulation on evaporation efficiency, condensation dynamics, and water quality. We summarize recent strategies to mitigate NCG‐induced fogging, including chamber design optimization, gas‐purging techniques, membrane‐assisted separation, and catalytic decomposition. Furthermore, we highlight knowledge gaps in quantifying NCG concentration under operating conditions and propose standardized testing protocols for evaluating anti‐fogging performance. Finally, we outline future research directions for developing fouling‐resistant, self‐purging, and gas‐selective solar evaporators that remain efficient under realistic, fluctuating outdoor conditions. Addressing NCG accumulation is crucial to unlock the full potential of SDIE technologies for decentralized, energy‐efficient clean water generation in both low‐resource and industrial settings.",crossref,,不凝气体对太阳能驱动蒸发的影响,"摘要
                  
                    太阳能驱动的界面蒸发（SDIE）通过利用光热传导将热能限制在水蒸气界面，已成为可持续清洁水收集、废水处理和资源回收的一种有前景的方法。尽管产水量超过 5.0 L.m
                    −2
                    .h
                    −1
                    尽管光热材料和设备架构的重大进步使这些技术成为可能，但不凝性气体（NCG）的积累仍然阻碍着实际部署。 NCG 源自溶解的空气、有机分解和生物活动，在液-气界面处汇聚，形成传质屏障，抑制蒸气扩散并导致冷凝室内部起雾。这种现象不仅会抑制产水量，还会损害光学透明度和长期系统稳定性。在这篇综述中，我们讨论了 NCG 积累的来源、传输机制以及对蒸发效率、冷凝动力学和水质的影响。我们总结了减轻 NCG 引起的雾化的最新策略，包括室设计优化、气体净化技术、膜辅助分离和催化分解。此外，我们强调了在操作条件下量化 NCG 浓度方面的知识差距，并提出了评估防雾性能的标准化测试方案。最后，我们概述了未来的研究方向",,33efb434710cb926
Machine Learning Accelerated Computational Design of Bio‐Inspired Catalysts in the Nitrogen Reduction Reaction,https://advanced.onlinelibrary.wiley.com/doi/10.1002/adma.73603?af=R,,Wiley: Advanced Materials: Table of Contents,2026-06-06 15:24:58+00:00,10.1002/adma.73603,Shaoqi Zhan,,"ABSTRACT
                  
                    The development of efficient catalysts for nitrogen conversion to ammonia is critical for a sustainable alternative to the energy‐intensive Haber–Bosch process. Yet, rational catalyst design remains highly challenging, compounded by complex structure–function relationships within realistic conditions. Herein, we present an integrated computational framework combining quantum chemical calculations with 27 machine learning models to predict experimental catalytic metrics in metal–ligand complexes. The models are trained and validated on a large experimental database and demonstrate high predictive accuracy across multiple tasks. For classification, family 1 and family 2 catalysts achieved test accuracies up to 1. Regression models yield test
                    R
                    2
                    values of 0.91 and 0.88 for turnover frequency (TOF) and turnover number (TON) predictions in family 1, and 0.96 and 0.99 in family 2. Notably, the models accurately capture time‐dependent variability of TOF and TON for new complexes, with predicted values closely matching experimental results. Moreover, strong transfer learning capability is observed for structurally distinct coordination architectures. Feature interpretation reveals clear design principles for optimal catalysts involving metal spin state, ligand geometry, charge distribution, and experimental conditions. Together, this study established an efficient and practical framework for discovery and inverse design of high‐performance catalysts under realistic conditions, with broader relevance to electrocatalysis.",crossref,,氮还原反应中仿生催化剂的机器学习加速计算设计,"摘要
                  
                    开发将氮转化为氨的高效催化剂对于能源密集型哈伯-博世工艺的可持续替代至关重要。然而，合理的催化剂设计仍然极具挑战性，而且现实条件下复杂的结构-功能关系更加复杂。在此，我们提出了一个集成的计算框架，将量子化学计算与 27 个机器学习模型相结合，以预测金属-配体配合物中的实验催化指标。这些模型在大型实验数据库上进行了训练和验证，并在多个任务中表现出较高的预测准确性。对于分类，系列 1 和系列 2 催化剂的测试精度高达 1。 回归模型产量测试
                    右
                    2
                    在家族 1 中，周转频率 (TOF) 和周转数 (TON) 预测的值为 0.91 和 0.88，在家族 2 中为 0.96 和 0.99。值得注意的是，这些模型准确地捕获了新复合物的 TOF 和 TON 的时间依赖性变异性，预测值与实验结果非常匹配。此外，对于结构不同的协调架构，观察到强大的迁移学习能力。特征解释揭示了最佳催化剂的清晰设计原则，涉及金属自旋状态、配体几何形状、电荷分布和实验条件。总之，这项研究为现实条件下高性能催化剂的发现和逆向设计建立了一个高效实用的框架",,bfca2d560009d0e3
Energy and environmental sustainability assessment of thermochemical conversion pathways for poultry litter from the attributional and consequential perspectives,https://www.sciencedirect.com/science/article/pii/S0306261926008056?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Fengqi You,,,,,从归因和后果角度对家禽垫料热化学转化途径进行能源和环境可持续性评估,,,e70785fcd139c4aa
Unified robust–stochastic dispatch for reliable net-zero microgrids under PV uncertainty,https://www.sciencedirect.com/science/article/pii/S0306261926007658?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Mohammad J. Sanjari,,,,,光伏不确定性下可靠的净零微电网的统一鲁棒随机调度,,,f4796a50ebfd5b15
An adaptive augmentation framework for new fault category data in HVAC systems under extremely imbalanced scenarios based on the meta-diffusion model,https://www.sciencedirect.com/science/article/pii/S0306261926008445?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Yuan Gao,,,,,基于元扩散模型的极不平衡场景下HVAC系统新故障类别数据的自适应增强框架,,,6445328682dda587
Convolutional neural networks for non-intrusive load monitoring: a critical analysis and future directions,https://www.sciencedirect.com/science/article/pii/S0306261926007877?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Aji Akbar Firdaus,,,,,用于非侵入式负载监控的卷积神经网络：关键分析和未来方向,,,ed048b987cca393f
Structured risk assessment for electrochemical energy storage system: Integrating consistency enhanced-FAHP and complex coupling relationship network,https://www.sciencedirect.com/science/article/pii/S0306261926008202?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Xiaobo Chen,,,,,电化学储能系统结构化风险评估：集成一致性增强FAHP和复杂耦合关系网络,,,cdede9da113ade3e
The positive effect of monetary social reciprocity on energy poverty reduction in rural Chinese households,https://www.sciencedirect.com/science/article/pii/S0301421526003095?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-07 00:00:00+00:00,,Zhiwen Li,,,,,货币社会互惠对中国农村家庭能源贫困减少的积极作用,,,7933da7dbf6c80c5
Does U.S.-China trade war exacerbate energy poverty? Evidence from Chinese households,https://www.sciencedirect.com/science/article/pii/S0301421526003083?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-07 00:00:00+00:00,,Morris Ming Liu,,,,,中美贸易战是否会加剧能源贫困？来自中国家庭的证据,,,72fb74f79a6846d6
Beyond the universal decision maker: renovation policy for decarbonizing energy systems and reducing energy poverty,https://www.sciencedirect.com/science/article/pii/S0301421526003101?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-07 00:00:00+00:00,,François Maréchal,,,,,超越普遍决策者：能源系统脱碳和减少能源贫困的创新政策,,,2b44b45817644783
Energy poverty and wealth under economic and energy policy uncertainty,https://www.sciencedirect.com/science/article/pii/S030142152600337X?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-07 00:00:00+00:00,,Muhammad Haris,,,,,经济和能源政策不确定性下的能源贫困与财富,,,983ecafadfd3f4a6
Staged investments in carbon abatement technologies under a phased emission trading scheme: A real options analysis,https://www.sciencedirect.com/science/article/pii/S0306261926007646?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Jihyeok Jung,,,,,分阶段排放交易计划下碳减排技术的分阶段投资：实物期权分析,,,3e66befb620685b5
Design and thermal-energy performance analysis of foam-based floating photovoltaic systems in a cold climate: experimental results from a 7 kW floatovoltaics in Canada,https://www.sciencedirect.com/science/article/pii/S0306261926008111?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Joshua M. Pearce,,,,,寒冷气候下泡沫浮动光伏系统的设计和热能性能分析：加拿大7 kW浮动光伏发电系统的实验结果,,,ada0328995e68679
"Prediction and control of copper plating in retired LFP battery discharge pretreatment via an explainable, lightweight, and robust electrochemical phase transition prediction and control architecture",https://www.sciencedirect.com/science/article/pii/S0306261926008275?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Hui Xie,,,,,通过可解释、轻量级且稳健的电化学相变预测和控制架构，预测和控制退役 LFP 电池放电预处理中的镀铜,,,99518a836826ba30
Quantifying the role of Demand Side Management in building energy flexibility: evidence from Smart Readiness Indicator assessment under the EPBD framework,https://www.sciencedirect.com/science/article/pii/S0306261926008512?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Paweł Gilewski,,,,,量化需求侧管理在构建能源灵活性中的作用：来自 EPBD 框架下智能就绪指标评估的证据,,,4bb0ffc5279078da
Sector-coupled co-optimization for hydrogen-heated steel plants considering production scheduling and electrolyzer flexibility in frequency reserve market,https://www.sciencedirect.com/science/article/pii/S0306261926007828?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Qianwen Xu,,,,,考虑频率储备市场中生产调度和电解槽灵活性的氢加热钢厂部门耦合联合优化,,,56798f917cce1586
Pt loading-dependent effects of hot pressing on ultrasonic-sprayed membrane electrodes for PEM fuel cells,https://www.sciencedirect.com/science/article/pii/S0306261926008068?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Wen-Quan Tao,,,,,热压对 PEM 燃料电池超声波喷涂膜电极的 Pt 负载依赖性影响,,,bc35d46f945a980e
Decoding protonic ceramic membranes: An algebraic model for rapid material selection and cell design,https://www.sciencedirect.com/science/article/pii/S0306261926007671?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Aayan Banerjee,,,,,解码质子陶瓷膜：用于快速材料选择和电池设计的代数模型,,,9d32c8dee2b42df4
Resilient pricing-driven coordination of coupled power and transportation networks: A learning-augmented mixed-integer reformulation approach,https://www.sciencedirect.com/science/article/pii/S030626192600810X?dgcid=rss_sd_all,,ScienceDirect Publication: Applied Energy,2026-06-07 00:00:00+00:00,,Shunbo Lei,,,,,耦合电力和交通网络的弹性定价驱动协调：学习增强的混合整数重构方法,,,8f8481999cf80dae
Energy inflation in the shadow of US–China tensions: Is the energy transition a pathway to stability?,https://www.sciencedirect.com/science/article/pii/S0301421526003563?dgcid=rss_sd_all,,ScienceDirect Publication: Energy Policy,2026-06-07 00:00:00+00:00,,Ilhan Ozturk,,,,,中美紧张局势阴影下的能源通胀：能源转型是通向稳定的途径吗？,,,3b8cbf114a7a3b64
Modulating Interlayer Chemical Bonding Heterogeneity for Electron‐Phonon Decoupling: Unlocking High Thermoelectric Performance in Layered CuCrTi2Se6,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.71173?af=R,,Wiley: Advanced Energy Materials: Table of Contents,2026-06-07 12:55:14+00:00,10.1002/aenm.71173,Gangjian Tan,,"ABSTRACT
                  
                    Layered CuCrTi
                    2
                    Se
                    6
                    , a structurally tailored transition‐metal dichalcogenide (TMD) derivative, exhibits intrinsically low lattice thermal conductivity but is limited by inferior carrier mobility arising from weak interlayer electronic coupling. Here, we modulate interlayer bonding heterogeneity via a charge‐balanced “one Cr replaces three Cu” strategy to form (Cu
                    1‐3
                    
                      x
                    
                    Cr
                    
                      x
                    
                    )CrTi
                    2
                    Se
                    6
                    , achieving electron–phonon decoupling. Structural characterizations and density functional theory calculations confirm Cr incorporation into interlayer octahedral sites, inducing two synergistic effects: (i) Replacing ionic interlayer Cu─Se bonds with more covalent Cr─Se bonds facilitates rapid interlayer charge transfer and enhances carrier mobility by ∼60% without altering the electronic band structure; (ii) The reduced interlayer atomic density induced by non‐equiatomic Cr/Cu substitution weakens interlayer mechanical coupling, as evidenced by a suppressed shear modulus and transverse sound velocity. When combined with phonon scattering from Cr/Cu point defects, this synergistic effect reduces the room‐temperature lattice thermal conductivity by 22%. The optimized (Cu
                    0.79
                    Cr
                    0.07
                    )CrTi
                    2
                    Se
                    6
                    achieves a peak thermoelectric figure of merit
                    ZT
                    ≈ 1.0 at 673 K (a record for TiSe
                    2
                    ‐based TMDs), and its single‐leg device reaches ∼6.1% efficiency at Δ
                    T
                    = 500 K. This work establishes interlayer chemical bonding modulation as a paradigm for high‐performance layered thermoelectric materials via electron‐phonon decoupling.",crossref,,调节层间化学键异质性以实现电子声子解耦：释放层状 CuCrTi2Se6 的高热电性能,"摘要
                  
                    层状铜铬钛合金
                    2
                    硒
                    6
                    是一种结构定制的过渡金属二硫属化物（TMD）衍生物，表现出本质上较低的晶格热导率，但由于层间电子耦合较弱而受到较差的载流子迁移率的限制。在这里，我们通过电荷平衡的“一铬替代三铜”策略来调节层间键合异质性以形成（Cu
                    1-3
                    
                      x
                    
                    铬
                    
                      x
                    
                    )铬钛
                    2
                    硒
                    6
                    ，实现电子声子解耦。结构表征和密度泛函理论计算证实Cr掺入层间八面体位点，从而产生两种协同效应：（i）用更多的共价Cr─Se键取代离子层间Cu─Se键，有利于快速层间电荷转移，并将载流子迁移率提高约60％，而不改变电子能带结构； (ii) 非等原子 Cr/Cu 取代引起的层间原子密度降低削弱了层间机械耦合，剪切模量和横向声速受到抑制就证明了这一点。当与 Cr/Cu 点缺陷的声子散射相结合时，这种协同效应可将室温晶格热导率降低 22%。优化后的（铜
                    0.79",,c39519b57a2ff0ab
Phosphate‐Buffered Synthesis of SnO2 Nanoparticles With Interfacial Proton Buffering for High‐Performance and Stable Perovskite Solar Cells,https://advanced.onlinelibrary.wiley.com/doi/10.1002/aenm.71170?af=R,,Wiley: Advanced Energy Materials: Table of Contents,2026-06-07 12:56:54+00:00,10.1002/aenm.71170,Yantao Shi,,"ABSTRACT
                  
                    The electron transport layer (ETL) is essential for the performance and stability of perovskite solar cells (PSCs). SnO
                    2
                    nanoparticles, widely employed as the ETL in n‐i‐p PSCs, often exhibit performance limitations arising from uncontrollable agglomeration and compromised interfacial quality, which in turn accelerates perovskite degradation. In this study, we propose a phosphate‐buffered synthesis strategy for SnO
                    2
                    nanoparticles, which enables effective proton buffering both during the synthesis process and at the perovskite/SnO
                    2
                    interface. Through regulating proton accumulation during SnO
                    2
                    nanoparticle formation, the phosphate buffer simultaneously enhances the colloidal dispersion stability of SnO
                    2
                    and introduces coordinated phosphate species at the SnO
                    2
                    /perovskite interface in PSCs. This phosphate interface effectively stabilizes FA
                    +
                    cations and suppresses deprotonation‐induced interfacial degradation. Devices incorporating phosphate‐buffer‐synthesized SnO
                    2
                    deliver a peak power conversion efficiency (PCE) of 26.1% and exhibit remarkable operational stability, retaining over 85% of their initial efficiency after 1000 h of continuous light exposure. Meanwhile, large‐scale PSC modules (65cm
                    2
                    ) achieve a PCE of 21.74%. This synergistic strategy provides a scalable and efficient solution for enhancing both the performance and stability of PSCs.",crossref,,具有界面质子缓冲的磷酸盐缓冲合成 SnO2 纳米粒子用于高性能和稳定的钙钛矿太阳能电池,"摘要
                  
                    电子传输层（ETL）对于钙钛矿太阳能电池（PSC）的性能和稳定性至关重要。氧化亚锡
                    2
                    纳米颗粒广泛用作 n-i-p PSC 中的 ETL，通常表现出由于不可控的团聚和界面质量受损而导致的性能限制，这反过来又加速了钙钛矿的降解。在本研究中，我们提出了 SnO 的磷酸盐缓冲合成策略
                    2
                    纳米颗粒，可在合成过程和钙钛矿/SnO 中实现有效的质子缓冲
                    2
                    界面。通过调节 SnO 过程中质子的积累
                    2
                    纳米颗粒的形成，磷酸盐缓冲液同时增强了SnO的胶体分散稳定性
                    2
                    并在 SnO 处引入配位磷酸盐物种
                    2
                    PSC 中的/钙钛矿界面。该磷酸盐界面有效稳定 FA
                    +
                    阳离子并抑制去质子化引起的界面降解。含有磷酸盐缓冲液合成 SnO 的装置
                    2
                    峰值功率转换效率 (PCE) 为 26.1%，并表现出卓越的运行稳定性，在连续光照 1000 小时后仍能保持超过 85% 的初始效率。同时，大型PSC模块（65cm",,813ab10cf7960022
